"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"F31"	4.18121971059757e-183	0.454628033210253	0.437	0.282	9.69624850887576e-179	"BRCA.Basal"	"F3"
"PLP2"	4.4649733557244e-182	0.399849704754469	0.687	0.65	1.03542732119249e-177	"BRCA.Basal"	"PLP2"
"EIF3D"	4.8073248229857e-181	0.337647734802484	0.793	0.754	1.11481862645038e-176	"BRCA.Basal"	"EIF3D"
"GDI2"	6.79944629775611e-181	0.339831772123454	0.668	0.62	1.57679159644964e-176	"BRCA.Basal"	"GDI2"
"PPIB1"	1.10450369531705e-180	0.275988930556095	0.869	0.863	2.56134406944024e-176	"BRCA.Basal"	"PPIB"
"DNAJA1"	2.74253248492367e-180	0.316599681673117	0.741	0.651	6.35993283253799e-176	"BRCA.Basal"	"DNAJA1"
"YWHAQ"	5.21725736000311e-180	0.265222716599664	0.822	0.814	1.20988198178472e-175	"BRCA.Basal"	"YWHAQ"
"RAE1"	5.40331458458034e-180	0.359243664994503	0.347	0.207	1.25302865216418e-175	"BRCA.Basal"	"RAE1"
"C20orf27"	2.04907887594356e-179	0.313064777310016	0.313	0.176	4.75181391331311e-175	"BRCA.Basal"	"C20orf27"
"SELT"	2.69665571498589e-179	0.35428037227773	0.613	0.52	6.25354460305229e-175	"BRCA.Basal"	"SELT"
"SEP15"	7.89496522303993e-179	0.338733056755645	0.707	0.671	1.83084243522296e-174	"BRCA.Basal"	"SEP15"
"RNPS1"	2.65629026330569e-178	0.344497755667015	0.661	0.599	6.1599371206059e-174	"BRCA.Basal"	"RNPS1"
"SUPT16H"	4.33913679783704e-178	0.320413025873684	0.374	0.233	1.00624582341841e-173	"BRCA.Basal"	"SUPT16H"
"PARL"	8.6021645407243e-178	0.360213847766186	0.421	0.289	1.99484195699397e-173	"BRCA.Basal"	"PARL"
"SF3B1"	8.8916761810403e-178	0.355605092703547	0.556	0.45	2.06197970638325e-173	"BRCA.Basal"	"SF3B1"
"COPS4"	3.63269577502654e-177	0.328625393196264	0.339	0.201	8.42422150228654e-173	"BRCA.Basal"	"COPS4"
"JAG11"	9.61016450183329e-177	0.284192122394559	0.281	0.14	2.22859714797514e-172	"BRCA.Basal"	"JAG1"
"MPHOSPH10"	6.87988084003384e-176	0.393634543480862	0.399	0.262	1.59544436680385e-171	"BRCA.Basal"	"MPHOSPH10"
"GTF2A2"	2.21138612841235e-175	0.379776213945255	0.614	0.527	5.12820443178825e-171	"BRCA.Basal"	"GTF2A2"
"SNW1"	2.14596546719835e-174	0.400866784589985	0.502	0.386	4.97649391843296e-170	"BRCA.Basal"	"SNW1"
"MINOS1"	5.23549679240637e-174	0.342280959398844	0.645	0.588	1.21411170615904e-169	"BRCA.Basal"	"MINOS1"
"PGAM1"	3.13414531385936e-173	0.327137675456291	0.744	0.748	7.26808298283985e-169	"BRCA.Basal"	"PGAM1"
"NDUFA11"	1.99445855942019e-172	0.298748058534736	0.764	0.756	4.62514939929543e-168	"BRCA.Basal"	"NDUFA11"
"GFM1"	7.26897217733022e-172	0.300933767068652	0.282	0.15	1.68567464792288e-167	"BRCA.Basal"	"GFM1"
"DHX36"	2.00238974587921e-171	0.40265711953942	0.453	0.328	4.64354182069389e-167	"BRCA.Basal"	"DHX36"
"LPCAT3"	2.72145502869489e-171	0.286397335390546	0.293	0.158	6.31105421154345e-167	"BRCA.Basal"	"LPCAT3"
"C1R1"	2.88068616636786e-171	0.409277018718396	0.427	0.283	6.68031121980706e-167	"BRCA.Basal"	"C1R"
"HNRNPD"	3.71771545294072e-171	0.355325701943788	0.584	0.509	8.62138213536953e-167	"BRCA.Basal"	"HNRNPD"
"CAPZA2"	1.14968039633988e-170	0.34764520404474	0.607	0.52	2.66610883911219e-166	"BRCA.Basal"	"CAPZA2"
"NDUFS6"	2.67216555689698e-170	0.352527992124003	0.648	0.622	6.1967519264441e-166	"BRCA.Basal"	"NDUFS6"
"MRPS22"	5.71266082377358e-170	0.361590712273306	0.376	0.243	1.32476604503309e-165	"BRCA.Basal"	"MRPS22"
"ATP2B11"	2.34673191703858e-169	0.321573563546321	0.344	0.202	5.44207131561248e-165	"BRCA.Basal"	"ATP2B1"
"ATIC"	8.61141502646391e-169	0.314803107229235	0.323	0.189	1.99698714463698e-164	"BRCA.Basal"	"ATIC"
"MORF4L2"	1.29663022959077e-167	0.291264883705012	0.796	0.77	3.00688550242101e-163	"BRCA.Basal"	"MORF4L2"
"TRA2B"	2.72375074358807e-166	0.353131518812565	0.578	0.481	6.31637797438072e-162	"BRCA.Basal"	"TRA2B"
"KRT171"	7.24609915926812e-166	0.432427284837699	0.921	0.822	1.68037039503428e-161	"BRCA.Basal"	"KRT17"
"SERPINH11"	2.18137268458927e-165	0.285505432860184	0.381	0.235	5.05860325556252e-161	"BRCA.Basal"	"SERPINH1"
"PPA1"	2.71903201408976e-165	0.252885515235032	0.897	0.871	6.30543524067415e-161	"BRCA.Basal"	"PPA1"
"PDLIM41"	3.11025618044123e-165	0.266327783052543	0.726	0.628	7.21268408244321e-161	"BRCA.Basal"	"PDLIM4"
"SURF6"	4.23181407304747e-165	0.317986321708829	0.284	0.157	9.81357683539708e-161	"BRCA.Basal"	"SURF6"
"EIF3B"	4.67065371272544e-165	0.358822288205587	0.463	0.342	1.08312459598103e-160	"BRCA.Basal"	"EIF3B"
"MRPL36"	1.2247702367237e-164	0.379709239241101	0.538	0.442	2.84024217896226e-160	"BRCA.Basal"	"MRPL36"
"MRPL51"	3.43464759840898e-164	0.301909413648698	0.713	0.681	7.96494778071041e-160	"BRCA.Basal"	"MRPL51"
"UTP3"	4.95754084978178e-164	0.321520389647571	0.292	0.162	1.14965372306439e-159	"BRCA.Basal"	"UTP3"
"LSM6"	7.09585598333345e-164	0.343228196762392	0.395	0.266	1.64552900253503e-159	"BRCA.Basal"	"LSM6"
"TSN"	1.1312711177612e-163	0.323856594736222	0.366	0.234	2.62341772208823e-159	"BRCA.Basal"	"TSN"
"BZW2"	8.59240686920709e-163	0.391791257878678	0.456	0.336	1.99257915296912e-158	"BRCA.Basal"	"BZW2"
"NDUFA9"	2.41009169036364e-162	0.332057902798865	0.503	0.389	5.58900262995327e-158	"BRCA.Basal"	"NDUFA9"
"EIF2B1"	4.39143590123695e-162	0.28535070345454	0.287	0.158	1.01837398549685e-157	"BRCA.Basal"	"EIF2B1"
"PRPF40A"	1.35187908156593e-161	0.390497365922615	0.558	0.461	3.13500759015139e-157	"BRCA.Basal"	"PRPF40A"
"ARL4A"	2.45789095945783e-161	0.412467148810383	0.432	0.307	5.6998491349827e-157	"BRCA.Basal"	"ARL4A"
"RIOK1"	1.85088006255389e-160	0.33356002861867	0.28	0.154	4.29219086506246e-156	"BRCA.Basal"	"RIOK1"
"VCP"	3.16050736872431e-160	0.293673244231569	0.71	0.67	7.32921658807168e-156	"BRCA.Basal"	"VCP"
"CNIH1"	4.93064447759295e-160	0.360510586032348	0.587	0.511	1.1434164543538e-155	"BRCA.Basal"	"CNIH1"
"GART"	6.17974890830718e-159	0.323579403191609	0.324	0.194	1.43308377183643e-154	"BRCA.Basal"	"GART"
"TRIAP1"	1.19416548756706e-158	0.354362612437948	0.4	0.273	2.769269765668e-154	"BRCA.Basal"	"TRIAP1"
"PSMA1"	1.20063154576719e-158	0.252477630172164	0.786	0.779	2.78426455463412e-154	"BRCA.Basal"	"PSMA1"
"DDX46"	2.49852153673221e-158	0.356407962805432	0.524	0.421	5.794071443682e-154	"BRCA.Basal"	"DDX46"
"EIF3A"	3.59881745612272e-157	0.370391226841904	0.598	0.523	8.34565768074859e-153	"BRCA.Basal"	"EIF3A"
"TIMM10"	1.50800591538579e-156	0.381345543609997	0.526	0.427	3.49706571777964e-152	"BRCA.Basal"	"TIMM10"
"SF3B2"	2.66741343131204e-156	0.338971780135042	0.619	0.561	6.18573174721262e-152	"BRCA.Basal"	"SF3B2"
"LIMA11"	4.17337734006572e-155	0.403875570019542	0.488	0.376	9.67806205161241e-151	"BRCA.Basal"	"LIMA1"
"USP14"	4.28644348343861e-155	0.343997237925614	0.426	0.302	9.94026243809413e-151	"BRCA.Basal"	"USP14"
"EMC6"	6.83412667235428e-155	0.37824181119127	0.586	0.499	1.58483397531896e-150	"BRCA.Basal"	"EMC6"
"DPM1"	1.86272731263876e-154	0.351699599213053	0.505	0.394	4.31966463800928e-150	"BRCA.Basal"	"DPM1"
"OLA1"	3.05340952884814e-154	0.360518724626381	0.608	0.545	7.08085669739885e-150	"BRCA.Basal"	"OLA1"
"SYPL1"	3.5180445150516e-154	0.323573223048311	0.657	0.606	8.15834523040466e-150	"BRCA.Basal"	"SYPL1"
"TMED2"	4.92166371957619e-154	0.279107537338779	0.777	0.761	1.14133381656972e-149	"BRCA.Basal"	"TMED2"
"LDHB"	9.64133473227165e-154	0.28068050278702	0.769	0.731	2.23582552441379e-149	"BRCA.Basal"	"LDHB"
"MRPS9"	2.55397888165678e-153	0.318846621039318	0.333	0.206	5.92267702656207e-149	"BRCA.Basal"	"MRPS9"
"AIMP1"	6.64743274382041e-153	0.384399104898391	0.536	0.439	1.54153965329195e-148	"BRCA.Basal"	"AIMP1"
"DNAJC2"	9.95732388331045e-153	0.418212936090744	0.466	0.353	2.30910340853969e-148	"BRCA.Basal"	"DNAJC2"
"PYCR1"	1.02692439719021e-152	0.385749559174422	0.456	0.343	2.3814376770841e-148	"BRCA.Basal"	"PYCR1"
"U2SURP"	1.70053636104148e-151	0.359805945178984	0.422	0.302	3.94354382125519e-147	"BRCA.Basal"	"U2SURP"
"SRSF10"	1.8216590909532e-151	0.37372669658008	0.572	0.49	4.22442743192048e-147	"BRCA.Basal"	"SRSF10"
"YDJC"	3.20268369707905e-151	0.359960126826732	0.406	0.284	7.42702349352633e-147	"BRCA.Basal"	"YDJC"
"NOL7"	1.08932655527365e-150	0.360906202673477	0.642	0.573	2.52614828167959e-146	"BRCA.Basal"	"NOL7"
"TERF1"	1.77102437576501e-150	0.304815121317279	0.3	0.175	4.10700552739906e-146	"BRCA.Basal"	"TERF1"
"PPP2R1A"	8.66666221436086e-150	0.32788694650715	0.601	0.538	2.00979896751028e-145	"BRCA.Basal"	"PPP2R1A"
"DCUN1D5"	1.04716397544743e-149	0.361419966568411	0.434	0.318	2.42837325906258e-145	"BRCA.Basal"	"DCUN1D5"
"PITHD1"	1.16045844372417e-149	0.338064036487791	0.426	0.305	2.69110313099635e-145	"BRCA.Basal"	"PITHD1"
"ISOC2"	2.46513792199537e-149	0.338354159536421	0.384	0.261	5.71665484110726e-145	"BRCA.Basal"	"ISOC2"
"SPCS1"	1.14592927660981e-148	0.28271715608099	0.722	0.71	2.65740999245814e-144	"BRCA.Basal"	"SPCS1"
"TRAPPC4"	1.30610044965988e-148	0.351319105082615	0.475	0.356	3.02884694276127e-144	"BRCA.Basal"	"TRAPPC4"
"POLE4"	1.71390859098031e-148	0.380967812476974	0.455	0.343	3.97455402248335e-144	"BRCA.Basal"	"POLE4"
"SAP30BP"	1.73180455983769e-148	0.368397817614365	0.434	0.318	4.0160547742636e-144	"BRCA.Basal"	"SAP30BP"
"SURF2"	3.97191115581394e-148	0.311400420244695	0.358	0.232	9.21086197033253e-144	"BRCA.Basal"	"SURF2"
"SERTAD1"	4.66142919499832e-148	0.391532336687898	0.462	0.344	1.08098543032011e-143	"BRCA.Basal"	"SERTAD1"
"GSPT1"	1.27537787382636e-147	0.379283161723199	0.591	0.508	2.95760128940333e-143	"BRCA.Basal"	"GSPT1"
"TSTA3"	1.52232467166181e-146	0.325795254764722	0.478	0.366	3.53027091358375e-142	"BRCA.Basal"	"TSTA3"
"CAMK2N1"	2.34262652056591e-146	0.350520122214093	0.338	0.211	5.43255090119235e-142	"BRCA.Basal"	"CAMK2N1"
"LRPAP1"	4.3146480196776e-146	0.342315156945965	0.527	0.428	1.00056687576323e-141	"BRCA.Basal"	"LRPAP1"
"TMEM138"	5.92966412825438e-146	0.280225667631125	0.265	0.145	1.37508911134219e-141	"BRCA.Basal"	"TMEM138"
"EXOSC5"	7.48614965563117e-145	0.301206047805114	0.309	0.186	1.73603810514087e-140	"BRCA.Basal"	"EXOSC5"
"IRX11"	2.5094983125701e-144	0.251774785330279	0.267	0.145	5.81952658685006e-140	"BRCA.Basal"	"IRX1"
"UTP18"	4.89218892808309e-144	0.358883687177306	0.401	0.284	1.13449861242247e-139	"BRCA.Basal"	"UTP18"
"ATP5J2"	5.57079565254737e-144	0.278063142220913	0.738	0.737	1.29186751182574e-139	"BRCA.Basal"	"ATP5J2"
"PSMC6"	7.54508262568063e-144	0.316736478266979	0.6	0.529	1.74970466089534e-139	"BRCA.Basal"	"PSMC6"
"UBE2V2"	1.22413193126338e-143	0.344556885012646	0.542	0.456	2.83876194859979e-139	"BRCA.Basal"	"UBE2V2"
"MOB4"	3.03595361797637e-143	0.32037858248519	0.461	0.349	7.04037644008721e-139	"BRCA.Basal"	"MOB4"
"CDC123"	4.39233334133305e-143	0.318067806362258	0.441	0.322	1.01858210185513e-138	"BRCA.Basal"	"CDC123"
"GTF3A"	6.01312590056748e-142	0.350074884904054	0.609	0.56	1.3944438963416e-137	"BRCA.Basal"	"GTF3A"
"RPN2"	8.35769802244132e-142	0.322011577074584	0.606	0.54	1.93815017140414e-137	"BRCA.Basal"	"RPN2"
"CCDC47"	9.4949908364037e-142	0.355104315106701	0.515	0.419	2.20188837496202e-137	"BRCA.Basal"	"CCDC47"
"EWSR1"	1.52646714799075e-141	0.350395738928729	0.551	0.465	3.53987731619056e-137	"BRCA.Basal"	"EWSR1"
"GTF2H1"	4.23167840438197e-141	0.333295634697764	0.329	0.21	9.81326221976179e-137	"BRCA.Basal"	"GTF2H1"
"PDCD2"	1.46182663357259e-139	0.344469950565162	0.512	0.425	3.38997596325484e-135	"BRCA.Basal"	"PDCD2"
"ATAD3A"	1.03209195632864e-137	0.294583982168456	0.305	0.187	2.39342124672613e-133	"BRCA.Basal"	"ATAD3A"
"SARS"	1.37321048452894e-137	0.313947047803401	0.689	0.639	3.18447511362262e-133	"BRCA.Basal"	"SARS"
"CCDC59"	1.4576901540933e-137	0.426743540228237	0.451	0.354	3.38038346734236e-133	"BRCA.Basal"	"CCDC59"
"RPF1"	1.98144724772695e-137	0.337031156231145	0.381	0.266	4.5949761674788e-133	"BRCA.Basal"	"RPF1"
"C11orf58"	1.31266840592878e-136	0.264403677347708	0.792	0.789	3.04407803334885e-132	"BRCA.Basal"	"C11orf58"
"REXO4"	1.38535278733892e-136	0.320179459095798	0.342	0.226	3.21263311383896e-132	"BRCA.Basal"	"REXO4"
"MYEOV2"	5.51696590412078e-136	0.31685358119437	0.594	0.548	1.27938439316561e-131	"BRCA.Basal"	"MYEOV2"
"PSME2"	1.21198651604158e-135	0.2618783070569	0.769	0.727	2.81059673070043e-131	"BRCA.Basal"	"PSME2"
"PRPF31"	8.57002368278553e-135	0.314029675212988	0.422	0.311	1.98738849203796e-130	"BRCA.Basal"	"PRPF31"
"ERI3"	2.32094945741813e-134	0.301990539897994	0.396	0.28	5.38228179175265e-130	"BRCA.Basal"	"ERI3"
"PHAX"	3.81304002127584e-134	0.3570177665192	0.398	0.287	8.84243980933867e-130	"BRCA.Basal"	"PHAX"
"SDHB"	5.60796992451251e-134	0.351131028972327	0.56	0.489	1.30048822549445e-129	"BRCA.Basal"	"SDHB"
"ANKRD11"	1.00608584292333e-133	0.320715684426608	0.514	0.41	2.3331130697392e-129	"BRCA.Basal"	"ANKRD11"
"ATXN10"	1.19454249292034e-133	0.320248196767099	0.498	0.407	2.77014404108226e-129	"BRCA.Basal"	"ATXN10"
"HDDC2"	1.3610412732862e-133	0.347060396275442	0.52	0.44	3.1562547127507e-129	"BRCA.Basal"	"HDDC2"
"PSMA5"	3.22687282697149e-132	0.293702671739643	0.662	0.605	7.4831180857469e-128	"BRCA.Basal"	"PSMA5"
"AURKAIP1"	4.43208789321811e-132	0.261692173671492	0.719	0.694	1.02780118243728e-127	"BRCA.Basal"	"AURKAIP1"
"RBPJ"	2.8056097027344e-131	0.34174668668186	0.409	0.299	6.50620890064106e-127	"BRCA.Basal"	"RBPJ"
"ZC3H15"	4.5025265261296e-131	0.350780070417502	0.611	0.553	1.04413590140945e-126	"BRCA.Basal"	"ZC3H15"
"MRPL21"	5.86432214029684e-130	0.362494554054068	0.475	0.383	1.35993630433484e-125	"BRCA.Basal"	"MRPL21"
"PRPF38B"	1.9853925434158e-129	0.354229798531997	0.586	0.516	4.60412530818125e-125	"BRCA.Basal"	"PRPF38B"
"TMX1"	2.84043394639131e-129	0.312122867650413	0.382	0.271	6.58696632168145e-125	"BRCA.Basal"	"TMX1"
"UBE2S"	7.32070194293104e-129	0.367781850949617	0.311	0.197	1.69767078056571e-124	"BRCA.Basal"	"UBE2S"
"HIST1H4C"	1.84695150704718e-127	0.279212883749325	0.301	0.185	4.28308054484241e-123	"BRCA.Basal"	"HIST1H4C"
"HNRNPH3"	2.16083355613801e-127	0.340253373655248	0.629	0.578	5.01097301668404e-123	"BRCA.Basal"	"HNRNPH3"
"NPTN"	5.91847200181716e-127	0.281415789614011	0.326	0.207	1.3724936572214e-122	"BRCA.Basal"	"NPTN"
"NDUFB6"	1.01237527313158e-126	0.306608317949092	0.588	0.534	2.34769825839214e-122	"BRCA.Basal"	"NDUFB6"
"TMA16"	2.38175697058391e-126	0.31492877590975	0.367	0.254	5.52329441478409e-122	"BRCA.Basal"	"TMA16"
"NDUFA6"	2.38514573119745e-125	0.314149916009597	0.635	0.591	5.53115295064689e-121	"BRCA.Basal"	"NDUFA6"
"MED4"	3.17310329351687e-125	0.321957485173552	0.441	0.338	7.35842653766562e-121	"BRCA.Basal"	"MED4"
"PEPD"	3.38543196840592e-125	0.282505356698711	0.352	0.236	7.85081673473334e-121	"BRCA.Basal"	"PEPD"
"C16orf91"	6.03969211798177e-125	0.298564843131036	0.271	0.161	1.40060460215997e-120	"BRCA.Basal"	"C16orf91"
"NOL10"	1.30867996904956e-124	0.271435566732014	0.259	0.151	3.03482884822592e-120	"BRCA.Basal"	"NOL10"
"MRPL39"	1.94840040797171e-124	0.303107877916949	0.327	0.213	4.51834054608639e-120	"BRCA.Basal"	"MRPL39"
"TMEM126A"	4.34713128710065e-124	0.303223170293539	0.364	0.253	1.00809974547864e-119	"BRCA.Basal"	"TMEM126A"
"H2AFY"	1.10736484620876e-123	0.284742253567409	0.671	0.647	2.56797907835811e-119	"BRCA.Basal"	"H2AFY"
"PITPNB"	1.68710113599649e-123	0.323880898052194	0.406	0.297	3.91238753437586e-119	"BRCA.Basal"	"PITPNB"
"DNAJA3"	3.01485747940366e-123	0.27942820166956	0.288	0.178	6.99145449473708e-119	"BRCA.Basal"	"DNAJA3"
"M6PR"	4.39883112376219e-123	0.320615391571823	0.438	0.338	1.02008893760045e-118	"BRCA.Basal"	"M6PR"
"ETF1"	1.16083235670226e-122	0.332677045162642	0.535	0.459	2.69197023519253e-118	"BRCA.Basal"	"ETF1"
"DDX24"	1.17749137109343e-122	0.330315016570602	0.57	0.498	2.73060248956567e-118	"BRCA.Basal"	"DDX24"
"DPM2"	8.27917418172642e-122	0.304653173686007	0.417	0.313	1.91994049274236e-117	"BRCA.Basal"	"DPM2"
"CAV21"	3.18345187129616e-121	0.316658098339049	0.591	0.482	7.38242488953579e-117	"BRCA.Basal"	"CAV2"
"ARFRP1"	3.55865557360988e-121	0.279863253145221	0.333	0.22	8.25252227520131e-117	"BRCA.Basal"	"ARFRP1"
"PTPRE"	6.87600571027745e-121	0.287794548828899	0.318	0.204	1.59454572421334e-116	"BRCA.Basal"	"PTPRE"
"SRFBP1"	1.43230967138106e-120	0.310482751397324	0.314	0.204	3.32152612793267e-116	"BRCA.Basal"	"SRFBP1"
"MED21"	5.71135425822351e-120	0.33501676815959	0.394	0.289	1.32446305248203e-115	"BRCA.Basal"	"MED21"
"ACTR3"	6.11360000168481e-120	0.279865328835178	0.726	0.709	1.41774384039071e-115	"BRCA.Basal"	"ACTR3"
"PARP1"	6.22596546646383e-120	0.298989041383553	0.471	0.366	1.44380139167296e-115	"BRCA.Basal"	"PARP1"
"NR2C2AP"	2.30247206046469e-119	0.295734981963375	0.325	0.215	5.33943270821762e-115	"BRCA.Basal"	"NR2C2AP"
"PPP1R12A1"	4.41251424197629e-119	0.309624094641934	0.444	0.335	1.0232620527143e-114	"BRCA.Basal"	"PPP1R12A"
"PSMC2"	1.70501867711902e-118	0.288517914091143	0.504	0.41	3.95393831223901e-114	"BRCA.Basal"	"PSMC2"
"POLR2E"	2.44914508294357e-118	0.299286071256115	0.593	0.555	5.67956744734613e-114	"BRCA.Basal"	"POLR2E"
"API5"	2.50792524551543e-118	0.27543742567709	0.308	0.198	5.81587864435028e-114	"BRCA.Basal"	"API5"
"ALKBH2"	4.97202324367611e-118	0.340281493777534	0.325	0.219	1.15301219020849e-113	"BRCA.Basal"	"ALKBH2"
"MDFI"	8.7011286875631e-118	0.278832962084806	0.309	0.201	2.01779174264588e-113	"BRCA.Basal"	"MDFI"
"EXOSC3"	1.74400895558371e-117	0.281108333400034	0.314	0.204	4.04435676799863e-113	"BRCA.Basal"	"EXOSC3"
"COPS8"	1.33312057526493e-116	0.342456820786314	0.415	0.318	3.09150661403937e-112	"BRCA.Basal"	"COPS8"
"CUL1"	7.35949446603246e-116	0.262369699863407	0.28	0.172	1.70666676667293e-111	"BRCA.Basal"	"CUL1"
"BUD31"	9.21709359732925e-116	0.299512488036773	0.682	0.655	2.13744400522065e-111	"BRCA.Basal"	"BUD31"
"GOT1"	1.79087788473353e-115	0.303474307389275	0.3	0.193	4.15304581469706e-111	"BRCA.Basal"	"GOT1"
"HNRNPA0"	2.48072188523084e-115	0.252966949034624	0.771	0.766	5.75279405185033e-111	"BRCA.Basal"	"HNRNPA0"
"PCMT1"	3.08618190168654e-115	0.28131482182815	0.615	0.555	7.15685583001108e-111	"BRCA.Basal"	"PCMT1"
"RARS"	6.95009429763039e-114	0.299967296143724	0.42	0.323	1.61172686762049e-109	"BRCA.Basal"	"RARS"
"DARS"	1.42846313984544e-113	0.311294952000734	0.502	0.423	3.31260602130158e-109	"BRCA.Basal"	"DARS"
"AAMP"	4.94517910734401e-113	0.321680355341829	0.573	0.517	1.14678703499308e-108	"BRCA.Basal"	"AAMP"
"ZNRD1"	7.33360674293929e-113	0.318194331814093	0.338	0.234	1.70066340368762e-108	"BRCA.Basal"	"ZNRD1"
"TNFRSF1A"	1.55918950234345e-112	0.318284090597412	0.537	0.483	3.61576045593445e-108	"BRCA.Basal"	"TNFRSF1A"
"MCMBP"	1.83616702238182e-112	0.280905681529723	0.308	0.202	4.25807132490345e-108	"BRCA.Basal"	"MCMBP"
"PTRF1"	8.85794426843836e-112	0.281104932297463	0.616	0.535	2.05415727585085e-107	"BRCA.Basal"	"PTRF"
"C19orf70"	9.94540618585709e-112	0.285108896044426	0.576	0.534	2.30633969450026e-107	"BRCA.Basal"	"C19orf70"
"CRLS1"	3.11697428758919e-111	0.286953138677764	0.33	0.227	7.22826337291933e-107	"BRCA.Basal"	"CRLS1"
"PPM1G"	1.1126951235654e-110	0.298364029488799	0.583	0.539	2.58033999154816e-106	"BRCA.Basal"	"PPM1G"
"NAE1"	3.71030857144213e-109	0.281153749905258	0.38	0.277	8.60420557717429e-105	"BRCA.Basal"	"NAE1"
"ICT1"	4.30893065600482e-109	0.293638578660193	0.31	0.208	9.99241019127518e-105	"BRCA.Basal"	"ICT1"
"ABCC3"	9.42075018729155e-109	0.306975447612524	0.385	0.278	2.18467196843291e-104	"BRCA.Basal"	"ABCC3"
"EXT2"	1.93475162645458e-108	0.265855872215018	0.314	0.209	4.48668902174818e-104	"BRCA.Basal"	"EXT2"
"P4HB1"	3.25799464314676e-108	0.29098577401659	0.757	0.797	7.55528957745733e-104	"BRCA.Basal"	"P4HB"
"C14orf166"	1.0189814152328e-107	0.266981199817401	0.674	0.659	2.36301790192487e-103	"BRCA.Basal"	"C14orf166"
"PSMD13"	1.45744730974219e-107	0.25788742061565	0.581	0.518	3.37982031129215e-103	"BRCA.Basal"	"PSMD13"
"BMS1"	2.6450524976944e-107	0.257143876717277	0.285	0.182	6.13387674215332e-103	"BRCA.Basal"	"BMS1"
"SRP9"	8.56789190892397e-107	0.250614723623506	0.69	0.678	1.98689413367947e-102	"BRCA.Basal"	"SRP9"
"MCAT"	2.64312648001886e-106	0.261551691802015	0.258	0.158	6.12941030716373e-102	"BRCA.Basal"	"MCAT"
"EXOSC7"	3.45636257531479e-106	0.295523047554375	0.386	0.287	8.015304812155e-102	"BRCA.Basal"	"EXOSC7"
"ARHGDIA"	1.13989788603932e-105	0.258729213521406	0.649	0.627	2.64342319772518e-101	"BRCA.Basal"	"ARHGDIA"
"EI24"	2.32456512726169e-105	0.286442155886139	0.608	0.585	5.39066653011986e-101	"BRCA.Basal"	"EI24"
"PSMC3"	3.92975638866077e-104	0.298484259734209	0.637	0.61	9.11310506530433e-100	"BRCA.Basal"	"PSMC3"
"NDUFA12"	1.24422879114327e-103	0.286930886435897	0.55	0.494	2.88536656666125e-99	"BRCA.Basal"	"NDUFA12"
"SURF4"	1.64065098318111e-103	0.298569461478637	0.504	0.436	3.80466962999699e-99	"BRCA.Basal"	"SURF4"
"YARS"	7.9418407672425e-103	0.337403664938897	0.459	0.381	1.84171287392354e-98	"BRCA.Basal"	"YARS"
"EBPL"	1.01001918201547e-102	0.300347702167436	0.493	0.423	2.34223448309387e-98	"BRCA.Basal"	"EBPL"
"TERF2IP"	1.44500393202561e-102	0.322543810540055	0.534	0.471	3.35096411836739e-98	"BRCA.Basal"	"TERF2IP"
"LINC00665"	6.31264875238083e-102	0.273438973111276	0.303	0.204	1.46390324567712e-97	"BRCA.Basal"	"LINC00665"
"PPIL4"	1.08282778618118e-101	0.306805399578614	0.326	0.227	2.51107763615416e-97	"BRCA.Basal"	"PPIL4"
"CLIC4"	3.07138429701884e-101	0.301881398490491	0.612	0.589	7.1225401847867e-97	"BRCA.Basal"	"CLIC4"
"MMADHC"	5.34647980474242e-101	0.293130594304207	0.6	0.566	1.23984866671977e-96	"BRCA.Basal"	"MMADHC"
"MT-ND3"	1.56432461891215e-100	0.319925926391762	0.812	0.87	3.62766879125727e-96	"BRCA.Basal"	"MT-ND3"
"FBXO21"	1.69063751852863e-100	0.270940969951793	0.267	0.169	3.9205884054679e-96	"BRCA.Basal"	"FBXO21"
"GTPBP6"	2.99301286805018e-100	0.281760720515099	0.32	0.223	6.94079684100836e-96	"BRCA.Basal"	"GTPBP6"
"EID1"	5.56056485659244e-100	0.298698200137233	0.547	0.505	1.28949499024379e-95	"BRCA.Basal"	"EID1"
"APEX1"	6.47115110298108e-100	0.29245668914675	0.512	0.45	1.50065994078131e-95	"BRCA.Basal"	"APEX1"
"MRPL15"	7.81133669379039e-100	0.297437414473821	0.384	0.288	1.81144897928999e-95	"BRCA.Basal"	"MRPL15"
"CERS2"	1.18837421001597e-99	0.295908495033147	0.34	0.244	2.75583979302703e-95	"BRCA.Basal"	"CERS2"
"MRPS2"	4.39337383859904e-99	0.314699838850494	0.402	0.317	1.01882339317112e-94	"BRCA.Basal"	"MRPS2"
"PPIF"	2.38733338839912e-98	0.309178987679882	0.452	0.364	5.53622612769755e-94	"BRCA.Basal"	"PPIF"
"SBDS"	5.17872592014962e-98	0.395036038496377	0.728	0.717	1.2009465408827e-93	"BRCA.Basal"	"SBDS"
"EMC4"	6.57393639931148e-98	0.288281239493343	0.581	0.538	1.52449585100033e-93	"BRCA.Basal"	"EMC4"
"RWDD1"	1.83424656672904e-97	0.302897392476038	0.638	0.615	4.25361778824464e-93	"BRCA.Basal"	"RWDD1"
